model,year,target,transmission,mileage,fuelType,tax,mpg,engineSize
 Q2,2017,18495,Manual,24755,Petrol,145,52.3,1.4
 A1,2017,12950,Manual,33005,Diesel,145,76.3,1.6
 Q5,2018,37504,Semi-Auto,12088,Petrol,145,34.0,3.0
 A6,2017,18998,Semi-Auto,35786,Diesel,145,64.2,2.0
 A6,2019,27990,Automatic,6000,Diesel,145,50.4,2.0
 A3,2016,12498,Manual,29298,Petrol,20,60.1,1.0
 Q2,2017,16496,Automatic,35554,Diesel,145,68.9,1.6
 A1,2017,12500,Manual,27560,Petrol,150,67.3,1.0
 A4,2020,26995,Semi-Auto,1500,Petrol,145,42.2,2.0
 A4,2016,13312,Automatic,73471,Diesel,30,65.7,2.0
 A6,2010,8995,Automatic,69000,Petrol,260,36.2,2.0
 RS4,2019,57990,Semi-Auto,5151,Petrol,145,29.1,2.9
 A3,2019,33990,Automatic,6000,Petrol,145,33.2,2.0
 Q3,2015,19700,Automatic,19563,Diesel,160,50.4,2.0
 A8,2017,24780,Semi-Auto,36354,Diesel,200,47.1,3.0
 A6,2014,11498,Manual,55368,Diesel,125,57.6,2.0
 Q2,2020,26139,Semi-Auto,6000,Petrol,145,42.2,1.5
 TT,2013,9430,Manual,55159,Diesel,160,51.4,2.0
 A6,2016,18370,Manual,21660,Diesel,30,61.4,2.0
 A5,2020,27495,Semi-Auto,4951,Diesel,145,51.4,2.0
 Q5,2018,33445,Semi-Auto,8301,Petrol,145,40.4,2.0
 A3,2014,9395,Manual,48000,Diesel,0,74.3,1.6
 A1,2017,14995,Manual,21796,Petrol,30,56.5,1.4
 Q3,2019,26946,Semi-Auto,15811,Petrol,145,38.2,1.5
 A6,2019,30470,Automatic,11922,Diesel,145,47.9,2.0
 Q5,2013,14247,Semi-Auto,76859,Diesel,205,47.1,2.0
 Q7,2019,59950,Semi-Auto,6227,Diesel,145,33.2,3.0
 A3,2019,20880,Manual,5262,Diesel,150,52.3,1.6
 A3,2019,31450,Semi-Auto,5450,Petrol,145,34.9,2.0
 A4,2016,13295,Automatic,44660,Diesel,0,72.4,2.0
 Q2,2018,23500,Semi-Auto,39430,Petrol,145,44.1,2.0
 Q2,2017,18242,Manual,44551,Petrol,125,50.4,1.4
 Q2,2019,23685,Automatic,37,Diesel,145,47.9,1.6
 RS5,2018,42500,Semi-Auto,28249,Petrol,145,32.5,2.9
 Q5,2020,49000,Automatic,3500,Diesel,145,34.5,3.0
 A4,2019,26990,Automatic,5212,Diesel,145,49.6,2.0
 A3,2017,19310,Semi-Auto,12272,Petrol,145,56.5,1.4
 A5,2019,27990,Semi-Auto,4000,Diesel,145,46.3,2.0
 A4,2019,23500,Manual,4514,Petrol,145,38.2,2.0
 A1,2015,10598,Manual,21438,Petrol,125,52.3,1.4
 A3,2015,9990,Manual,61443,Diesel,20,70.6,1.6
 A4,2018,27990,Semi-Auto,6800,Petrol,145,36.7,3.0
 A4,2016,13500,Manual,23212,Petrol,125,53.3,1.4
 Q5,2019,33400,Semi-Auto,2852,Diesel,150,38.2,2.0
 Q7,2016,48995,Automatic,41032,Diesel,300,39.2,4.0
 A8,1997,4650,Automatic,122000,Petrol,265,18.9,4.2
 A3,2018,20490,Manual,15000,Petrol,150,55.4,1.5
 A3,2014,11137,Manual,55000,Diesel,20,68.9,2.0
 A6,2015,15495,Manual,51234,Diesel,30,62.8,2.0
 Q3,2017,19250,Manual,28368,Diesel,145,56.5,2.0
 A5,2019,28990,Automatic,7000,Diesel,145,50.4,2.0
 Q2,2020,23481,Manual,1276,Petrol,145,44.8,1.5
 A4,2017,18101,Manual,22309,Petrol,150,51.4,1.4
 A1,2016,9950,Manual,24396,Petrol,0,67.3,1.0
 A3,2020,29000,Automatic,3153,Petrol,145,34.5,2.0
 Q5,2017,35422,Automatic,42683,Petrol,145,34.0,3.0
 A3,2016,17800,Manual,38882,Petrol,30,56.5,1.4
 Q3,2019,26500,Automatic,12190,Petrol,150,38.2,1.5
 A3,2017,15300,Automatic,26894,Petrol,145,56.5,1.5
 A4,2016,14500,Manual,21069,Petrol,150,51.4,1.4
 A3,2019,24443,Manual,6000,Petrol,145,42.2,1.5
 A1,2016,12798,Manual,19512,Petrol,0,67.3,1.0
 A3,2016,17900,Manual,35000,Petrol,30,56.5,1.4
 A6,2018,37995,Manual,30,Diesel,145,39.2,3.0
 A3,2006,3880,Manual,87000,Petrol,305,36.7,2.0
 A3,2015,15995,Semi-Auto,49487,Diesel,125,57.6,2.0
 A3,2014,10202,Manual,34250,Petrol,30,55.4,1.4
 Q2,2018,22490,Semi-Auto,18873,Petrol,145,52.3,1.4
 A3,2017,16436,Semi-Auto,48575,Petrol,145,49.6,2.0
 A6,2019,31500,Automatic,6001,Diesel,145,47.9,2.0
 A3,2019,23985,Automatic,10,Petrol,145,44.8,1.5
 A3,2018,15590,Manual,19686,Diesel,145,68.9,1.6
 Q5,2017,21100,Automatic,40860,Diesel,200,47.1,2.0
 Q7,2019,44990,Semi-Auto,6137,Diesel,145,32.8,3.0
 Q5,2019,31490,Automatic,5000,Diesel,145,39.2,2.0
 A5,2016,19444,Automatic,37000,Diesel,160,50.4,2.0
 A4,2017,17750,Automatic,33112,Diesel,145,65.7,2.0
 A6,2019,31900,Automatic,50,Diesel,145,47.9,2.0
 A5,2018,20310,Semi-Auto,14863,Petrol,145,53.3,1.4
 A6,2016,20500,Automatic,26704,Diesel,30,61.4,2.0
 Q2,2019,22500,Automatic,4500,Diesel,145,47.9,1.6
 A3,2017,19900,Semi-Auto,32189,Petrol,150,56.5,1.5
 A6,2017,16200,Manual,22582,Diesel,145,61.4,2.0
 A8,2017,25999,Automatic,15830,Diesel,200,47.1,3.0
 A1,2016,15490,Semi-Auto,39746,Petrol,30,70.6,1.4
 Q5,2019,36000,Automatic,8434,Diesel,150,38.2,2.0
 A1,2019,20990,Semi-Auto,5004,Petrol,150,47.1,1.0
 A7,2017,25790,Automatic,40763,Diesel,160,52.3,3.0
 A4,2015,12995,Manual,92582,Diesel,150,53.3,2.0
 Q3,2014,14799,Automatic,29998,Diesel,200,47.9,2.0
 Q3,2016,17888,Automatic,42147,Diesel,165,50.4,2.0
 Q2,2017,18750,Semi-Auto,20478,Petrol,145,54.3,1.4
 A4,2019,23499,Manual,6001,Petrol,145,38.7,2.0
 A5,2019,30000,Automatic,9333,Petrol,145,37.7,2.0
 A1,2016,10996,Manual,36379,Petrol,0,67.3,1.0
 Q2,2018,19895,Automatic,13144,Petrol,145,54.3,1.4
 A4,2019,27950,Automatic,2777,Petrol,145,40.9,2.0
 Q3,2016,16995,Semi-Auto,61260,Diesel,160,50.4,2.0
 A3,2019,22005,Semi-Auto,17467,Petrol,145,41.5,1.5
 A1,2016,11995,Manual,38502,Petrol,30,57.6,1.4
 Q2,2019,24500,Automatic,8334,Petrol,145,40.9,1.5
 A1,2016,13650,Automatic,35500,Petrol,30,56.5,1.4
 Q5,2018,27942,Automatic,18049,Petrol,145,40.9,2.0
 A6,2016,17000,Automatic,77700,Diesel,125,58.9,2.0
 Q3,2016,16596,Manual,28448,Petrol,125,50.4,1.4
 A4,2020,30995,Semi-Auto,3000,Petrol,145,42.2,2.0
 A3,2019,21950,Automatic,9406,Diesel,145,51.4,2.0
 A5,2019,26000,Semi-Auto,4500,Petrol,145,40.4,2.0
 A3,2014,14995,Semi-Auto,27355,Petrol,160,42.8,1.8
 A5,2016,15682,Manual,32219,Petrol,160,46.3,1.8
 Q3,2018,23490,Manual,9000,Diesel,145,60.1,2.0
 A1,2016,11990,Manual,33096,Petrol,0,67.3,1.0
 Q8,2019,50786,Automatic,4278,Diesel,145,33.6,3.0
 Q7,2019,47500,Automatic,11326,Diesel,145,32.8,3.0
 A5,2013,11500,Automatic,78300,Diesel,145,53.3,2.0
 A1,2017,12999,Manual,24015,Petrol,30,58.9,1.4
 Q7,2019,51750,Semi-Auto,6000,Diesel,145,32.8,3.0
 A1,2015,10800,Manual,20048,Petrol,0,67.3,1.0
 Q3,2017,19465,Semi-Auto,32516,Diesel,145,51.4,2.0
 S8,2015,31250,Automatic,25500,Petrol,305,30.1,4.0
 Q3,2016,17990,Manual,27500,Petrol,150,49.6,1.4
 A5,2019,26500,Automatic,6939,Petrol,145,40.4,2.0
 A6,2016,19000,Semi-Auto,20068,Diesel,20,64.2,2.0
 A3,2016,11950,Manual,41502,Diesel,0,74.3,1.6
 SQ7,2017,43950,Automatic,40000,Diesel,300,39.2,4.0
 Q3,2012,12990,Manual,33029,Diesel,205,47.9,2.0
 Q3,2017,15790,Manual,39544,Petrol,125,51.4,1.4
 TT,2014,12995,Semi-Auto,42000,Petrol,165,44.1,1.8
 Q8,2018,51250,Semi-Auto,1964,Diesel,145,33.6,3.0
 A5,2019,34444,Semi-Auto,5432,Petrol,150,36.7,2.0
 Q8,2019,83995,Semi-Auto,5978,Diesel,150,30.7,4.0
 Q2,2019,28495,Semi-Auto,2145,Diesel,145,46.3,2.0
 Q5,2018,26295,Semi-Auto,18818,Diesel,145,56.5,2.0
 A5,2017,20996,Semi-Auto,22877,Petrol,145,47.9,2.0
 A3,2019,20100,Manual,5901,Diesel,145,52.3,1.6
 A1,2018,14990,Manual,10436,Petrol,150,55.4,1.4
 Q7,2018,45000,Automatic,6591,Diesel,145,33.2,3.0
 Q3,2016,17698,Semi-Auto,22168,Petrol,145,47.9,1.4
 Q5,2018,37500,Semi-Auto,20283,Petrol,150,34.0,3.0
 A4,2016,13900,Manual,37448,Petrol,125,49.6,2.0
 Q2,2017,19999,Manual,47750,Diesel,30,61.4,1.6
 A5,2014,12240,Semi-Auto,65555,Diesel,125,60.1,2.0
 Q3,2017,17500,Manual,35964,Petrol,145,49.6,1.4
 A8,2017,25000,Semi-Auto,45000,Diesel,145,47.1,3.0
 Q3,2019,32850,Semi-Auto,5450,Diesel,145,47.1,2.0
 A6,2018,24000,Semi-Auto,17741,Diesel,145,61.4,2.0
 Q3,2020,32881,Semi-Auto,4432,Petrol,145,39.2,1.5
 TT,2011,9995,Manual,38000,Petrol,200,43.5,1.8
 A3,2017,17490,Manual,25000,Petrol,30,60.1,1.4
 A4,2016,13985,Manual,55697,Diesel,20,70.6,2.0
 TT,2015,19950,Semi-Auto,30851,Petrol,200,42.8,2.0
 A5,2010,5750,Automatic,90000,Petrol,235,39.8,2.0
 A3,2016,11999,Automatic,41085,Diesel,0,74.3,1.6
 A4,2016,15489,Semi-Auto,54697,Diesel,30,65.7,2.0
 A3,2016,23482,Semi-Auto,22499,Petrol,160,43.5,2.0
 A3,2017,16000,Manual,15500,Petrol,150,55.4,1.5
 Q7,2018,56950,Semi-Auto,5850,Diesel,145,39.2,4.0
 A4,2019,29985,Automatic,22,Petrol,145,38.7,2.0
 Q3,2020,30990,Semi-Auto,500,Petrol,150,40.4,1.5
 A4,2008,3995,Automatic,130000,Diesel,200,44.8,2.0
 R8,2020,145000,Semi-Auto,2000,Petrol,145,21.1,5.2
 Q5,2016,19495,Semi-Auto,40449,Diesel,200,47.1,2.0
 A1,2016,11990,Automatic,23000,Diesel,0,74.3,1.6
 Q2,2017,18395,Manual,24000,Petrol,145,50.4,1.4
 A4,2016,14998,Manual,30498,Diesel,0,74.3,2.0
 Q2,2019,22000,Manual,4100,Diesel,145,47.9,1.6
 A1,2016,10510,Semi-Auto,59302,Petrol,30,57.6,1.4
 A4,2017,17850,Manual,26461,Diesel,30,67.3,2.0
 A3,2015,10930,Manual,41683,Petrol,20,58.9,1.4
 Q2,2019,25490,Semi-Auto,4757,Diesel,145,47.9,2.0
 A4,2017,18230,Manual,17450,Diesel,145,67.3,2.0
 Q3,2016,19990,Semi-Auto,39775,Diesel,160,50.4,2.0
 A1,2016,11200,Manual,29227,Petrol,30,55.4,1.4
 Q2,2017,15995,Manual,38484,Petrol,145,55.4,1.0
 A3,2018,18350,Manual,13953,Petrol,150,54.3,1.5
 Q5,2009,9495,Manual,62000,Diesel,235,42.1,2.0
 A5,2017,19945,Semi-Auto,49287,Diesel,145,62.8,2.0
 A4,2017,16998,Manual,34870,Petrol,145,51.4,1.4
 A5,2014,14795,Semi-Auto,52595,Diesel,150,53.3,2.0
 Q3,2017,21990,Automatic,13619,Petrol,145,47.9,1.4
 A6,2017,15999,Automatic,47990,Diesel,145,67.3,2.0
 A3,2013,13350,Semi-Auto,36061,Petrol,125,50.4,1.8
 A6,2018,24475,Semi-Auto,22929,Diesel,145,61.4,2.0
 Q3,2017,21500,Manual,29854,Diesel,145,50.4,2.0
 TT,2016,39995,Semi-Auto,16000,Petrol,300,34.0,2.5
 A1,2019,18500,Manual,3500,Petrol,150,51.4,1.0
 Q3,2016,15499,Automatic,52521,Diesel,145,54.3,2.0
 A5,2019,27491,Automatic,5000,Petrol,145,39.8,2.0
 A3,2017,12798,Manual,29998,Petrol,20,61.4,1.4
 A1,2019,22450,Automatic,6481,Petrol,150,40.9,2.0
 Q8,2019,53491,Automatic,8702,Diesel,145,33.6,3.0
 Q5,2017,25495,Semi-Auto,33916,Petrol,150,40.9,2.0
 A4,2017,18990,Automatic,60000,Diesel,145,64.2,2.0
 A4,2019,23755,Manual,6623,Petrol,145,38.7,2.0
 A3,2016,15879,Manual,12067,Petrol,20,60.1,1.4
 Q3,2014,14495,Semi-Auto,30000,Petrol,145,45.6,1.4
 A4,2019,25995,Semi-Auto,7447,Diesel,145,47.9,2.0
 A1,2019,21470,Semi-Auto,4977,Petrol,150,40.9,2.0
 Q2,2017,16298,Manual,24654,Diesel,30,64.2,1.6
 Q5,2015,25000,Automatic,21200,Diesel,260,41.5,3.0
 Q7,2020,51995,Semi-Auto,3000,Diesel,145,33.2,3.0
 A4,2019,25000,Automatic,1000,Petrol,145,38.2,2.0
 SQ5,2020,56450,Automatic,1500,Diesel,145,34.5,0.0
 A1,2016,11499,Manual,21596,Petrol,0,67.3,1.0
 Q3,2019,30450,Semi-Auto,8761,Petrol,145,31.7,2.0
 A1,2016,11447,Manual,25818,Diesel,0,76.3,1.6
 RS3,2018,36490,Automatic,17515,Petrol,145,34.0,2.5
 TT,2016,16500,Manual,42164,Diesel,30,62.8,2.0
 A5,2019,27500,Automatic,4999,Diesel,145,49.6,2.0
 Q5,2019,33800,Automatic,6447,Petrol,145,32.1,2.0
 Q2,2017,16450,Manual,29500,Petrol,150,55.4,1.0
 A6,2015,12895,Automatic,107390,Diesel,30,64.2,2.0
 A4,2016,15299,Manual,19752,Diesel,20,70.6,2.0
 A1,2015,15995,Manual,23081,Petrol,235,39.8,2.0
 A3,2019,23692,Manual,4000,Diesel,145,54.3,2.0
 S8,2017,34990,Automatic,29583,Petrol,150,30.1,4.0
 Q5,2017,25750,Automatic,17039,Diesel,145,55.4,2.0
 A3,2013,10800,Semi-Auto,19606,Petrol,125,50.4,1.8
 Q3,2017,20700,Manual,25201,Diesel,145,54.3,2.0
 A6,2019,32000,Automatic,6000,Diesel,145,50.4,2.0
 A4,2018,31500,Semi-Auto,16600,Petrol,145,38.7,3.0
 A4,2019,44300,Semi-Auto,5956,Diesel,145,39.8,3.0
 A6,2014,15999,Automatic,30603,Diesel,30,64.2,2.0
 Q2,2019,19991,Manual,3358,Petrol,145,47.1,1.0
 A3,2015,12490,Semi-Auto,35455,Petrol,30,58.9,1.4
 Q2,2020,23888,Manual,4000,Petrol,145,43.5,1.5
 A4,2016,10990,Manual,57395,Petrol,125,53.3,1.4
 Q2,2018,19995,Manual,11000,Petrol,145,52.3,1.4
 A3,2015,11211,Manual,26200,Diesel,20,68.9,2.0
 A5,2019,29950,Semi-Auto,7126,Diesel,150,50.4,2.0
 A4,2018,23990,Automatic,5352,Petrol,150,42.8,2.0
 A3,2009,5295,Manual,68470,Petrol,150,48.7,1.4
 A1,2016,9490,Manual,41445,Petrol,0,67.3,1.0
 A3,2017,11495,Manual,51870,Petrol,20,62.8,1.4
 A1,2020,19250,Manual,2004,Petrol,145,48.7,1.0
 TT,2017,21500,Automatic,22994,Petrol,165,43.5,2.0
 Q5,2019,54000,Semi-Auto,4000,Diesel,145,32.5,3.0
 Q7,2016,31495,Semi-Auto,39889,Diesel,160,48.7,3.0
 Q3,2016,17500,Manual,34236,Diesel,115,50.0,2.0
 A1,2017,13700,Semi-Auto,13552,Petrol,150,57.6,1.4
 Q5,2016,22495,Semi-Auto,17550,Diesel,200,47.1,2.0
 A5,2017,19985,Automatic,29500,Diesel,145,62.8,2.0
 A4,2017,17591,Manual,26455,Diesel,30,67.3,2.0
 A6,2019,46985,Automatic,3510,Diesel,145,36.2,3.0
 Q3,2019,26846,Manual,2362,Diesel,145,42.8,2.0
 A4,2018,18298,Manual,15529,Petrol,145,50.4,1.4
 A5,2017,22990,Semi-Auto,41000,Diesel,145,62.8,2.0
 A1,2013,9481,Manual,18894,Petrol,30,55.4,1.2
 Q5,2015,26990,Semi-Auto,48164,Diesel,235,42.8,3.0
 A7,2016,43000,Automatic,55500,Petrol,325,29.7,4.0
 Q3,2019,25500,Automatic,5644,Diesel,145,48.7,2.0
 A5,2016,11259,Manual,84523,Diesel,20,67.3,2.0
 A3,2017,17498,Manual,23760,Petrol,30,60.1,1.4
 Q3,2016,18991,Semi-Auto,19681,Diesel,145,55.4,2.0
 A1,2015,12681,Manual,10747,Petrol,30,55.4,1.4
 A1,2013,8354,Manual,57465,Diesel,0,74.3,1.6
 A6,2017,15490,Manual,34010,Diesel,145,65.7,2.0
 Q3,2019,34991,Semi-Auto,4613,Diesel,145,45.6,2.0
 A4,2020,32990,Semi-Auto,1000,Diesel,145,50.4,2.0
 A1,2017,12995,Manual,24546,Petrol,30,56.5,1.4
 A5,2020,32981,Semi-Auto,2998,Diesel,145,47.1,2.0
 A1,2017,11990,Manual,24587,Petrol,150,67.3,1.0
 TT,2018,39076,Automatic,24891,Petrol,145,34.5,2.5
 Q3,2018,20001,Manual,9707,Petrol,145,51.4,1.4
 A3,2019,26450,Semi-Auto,2803,Petrol,145,42.2,1.5
 Q3,2019,32950,Semi-Auto,1844,Petrol,145,31.7,2.0
 Q7,2020,62985,Semi-Auto,10,Diesel,145,33.2,3.0
 A3,2019,25499,Semi-Auto,4000,Petrol,145,44.1,1.5
 A6,2014,13794,Automatic,56292,Diesel,150,55.4,2.0
 A1,2017,12260,Manual,13840,Petrol,145,67.3,1.0
 A3,2016,12866,Automatic,24672,Diesel,30,64.2,2.0
 Q2,2017,19490,Manual,18354,Petrol,145,50.4,1.4
 A8,2018,36000,Semi-Auto,11341,Diesel,145,48.7,3.0
 Q7,2019,46990,Semi-Auto,3264,Diesel,145,33.6,3.0
 A5,2015,15798,Semi-Auto,41781,Diesel,125,58.9,2.0
 A3,2015,10385,Manual,68428,Diesel,0,83.1,1.6
 A3,2017,20999,Manual,14980,Diesel,30,64.2,2.0
 A1,2019,20000,Semi-Auto,5000,Petrol,145,45.6,1.0
 A1,2016,14895,Manual,17344,Petrol,30,56.5,1.4
 A5,2012,9475,Manual,60000,Diesel,125,57.6,2.0
 A4,2019,29485,Semi-Auto,4254,Petrol,145,38.2,2.0
 A4,2015,13500,Manual,49597,Diesel,125,60.1,2.0
 SQ5,2015,20295,Automatic,76518,Diesel,260,41.5,3.0
 Q3,2019,26888,Manual,1500,Diesel,145,42.8,2.0
 Q3,2019,28000,Manual,5000,Diesel,145,42.8,2.0
 Q8,2020,84496,Automatic,3522,Diesel,145,30.7,4.0
 Q7,2014,20498,Semi-Auto,43209,Diesel,300,38.2,3.0
 TT,2016,17000,Manual,9360,Petrol,160,46.3,1.8
 A3,2014,16485,Manual,25764,Petrol,200,40.4,2.0
 Q3,2015,16490,Semi-Auto,49050,Diesel,160,50.4,2.0
 A3,2017,13700,Manual,13510,Petrol,145,61.4,1.4
 A3,2017,16000,Manual,20657,Petrol,150,50.4,2.0
 A4,2017,23490,Automatic,40378,Diesel,145,55.4,3.0
 A7,2015,21488,Semi-Auto,34995,Diesel,165,52.3,3.0
 Q7,2020,89990,Semi-Auto,5000,Diesel,145,29.4,4.0
 A3,2016,10298,Manual,67959,Diesel,0,74.3,1.6
 Q3,2016,14888,Manual,29000,Diesel,30,61.4,2.0
 A6,2019,37000,Semi-Auto,2271,Petrol,145,34.0,2.0
 Q2,2017,23490,Semi-Auto,4649,Petrol,145,52.3,1.4
 A4,2017,19450,Semi-Auto,25000,Petrol,145,50.4,1.4
 Q3,2015,12500,Manual,99590,Diesel,160,49.6,2.0
 A1,2016,11000,Manual,29946,Petrol,30,55.4,1.4
 A3,2016,17211,Manual,31776,Petrol,30,58.9,1.4
 A3,2016,12800,Manual,21771,Petrol,20,62.8,1.0
 Q3,2016,15995,Manual,22515,Petrol,125,50.4,1.4
 A3,2016,14821,Manual,38786,Diesel,20,64.2,2.0
 Q3,2019,24990,Manual,6000,Petrol,145,40.9,1.5
 A5,2019,26990,Automatic,9000,Petrol,145,39.8,2.0
 A1,2019,21000,Automatic,4849,Petrol,145,47.1,1.0
 A3,2019,23490,Semi-Auto,12927,Petrol,145,42.2,1.5
 A3,2018,19261,Manual,30930,Petrol,150,54.3,1.5
 A3,2017,18995,Semi-Auto,19735,Petrol,30,57.6,1.4
 RS6,2016,49950,Semi-Auto,22500,Petrol,325,29.4,4.0
 A5,2019,28000,Semi-Auto,5394,Petrol,145,39.8,2.0
 A3,2019,20990,Manual,6000,Petrol,145,44.8,1.5
 A1,2016,19400,Manual,22967,Petrol,240,39.8,2.0
 A3,2016,12699,Manual,24285,Diesel,20,70.6,2.0
 A3,2019,23690,Automatic,9338,Petrol,145,42.2,1.5
 TT,2015,15699,Manual,20517,Diesel,20,67.3,2.0
 A4,2013,9498,Automatic,42011,Petrol,145,47.1,2.0
 Q3,2019,27990,Manual,10,Diesel,145,42.8,2.0
 Q7,2020,70950,Automatic,5000,Diesel,145,30.1,4.0
 A3,2014,10950,Manual,50652,Diesel,0,74.3,1.6
 Q7,2019,47916,Automatic,8990,Diesel,145,32.8,3.0
 A5,2017,22998,Semi-Auto,15114,Diesel,145,62.8,2.0
 A1,2016,10870,Manual,18679,Petrol,30,57.6,1.4
 TT,2019,54990,Semi-Auto,3437,Petrol,150,30.1,2.5
 A5,2020,28888,Semi-Auto,1500,Diesel,145,51.4,2.0
 Q3,2019,26750,Manual,2200,Petrol,145,39.8,1.5
 Q7,2016,25940,Automatic,97420,Diesel,200,47.9,3.0
 A1,2017,15995,Automatic,21595,Petrol,145,58.9,1.4
 Q3,2012,10999,Manual,62898,Diesel,160,49.6,2.0
 Q3,2019,31495,Manual,4530,Petrol,145,39.8,1.5
 Q7,2020,53900,Semi-Auto,4000,Diesel,145,33.2,3.0
 A3,2015,14990,Semi-Auto,30530,Diesel,30,64.2,2.0
 Q2,2019,25250,Manual,2683,Petrol,145,43.5,1.5
 A6,2015,18998,Semi-Auto,49039,Diesel,165,50.4,3.0
 A3,2019,23950,Manual,6857,Diesel,145,51.4,1.6
 A6,2016,16997,Manual,28197,Diesel,30,61.4,2.0
 A4,2017,19000,Manual,21000,Diesel,150,64.2,2.0
 Q5,2014,18450,Automatic,37113,Diesel,200,47.1,2.0
 A4,2016,21995,Semi-Auto,29137,Diesel,145,53.3,3.0
 Q3,2019,29990,Manual,6000,Petrol,145,40.9,1.5
 A4,2019,26495,Semi-Auto,9482,Diesel,150,47.9,2.0
 Q3,2016,11999,Automatic,92749,Diesel,145,55.4,2.0
 Q5,2016,19400,Semi-Auto,46557,Diesel,200,47.1,2.0
 TT,2019,48990,Semi-Auto,2000,Petrol,145,31.0,2.5
 A3,2014,10485,Manual,28801,Petrol,30,57.6,1.2
 A3,2016,18381,Semi-Auto,31513,Petrol,30,56.5,1.4
 Q5,2016,22995,Automatic,28000,Diesel,200,47.1,2.0
 A7,2019,42990,Semi-Auto,259,Diesel,145,38.2,3.0
 A1,2013,8889,Manual,32365,Petrol,125,53.3,1.4
 TT,2019,34490,Automatic,7881,Petrol,145,38.7,2.0
 A4,2017,14295,Manual,53000,Diesel,0,74.3,2.0
 A8,2018,34495,Automatic,12387,Diesel,145,50.4,3.0
 A6,2019,38995,Semi-Auto,9840,Diesel,145,50.4,3.0
 A1,2015,9245,Manual,31064,Petrol,0,67.3,1.0
 Q7,2019,59990,Automatic,3988,Diesel,145,32.8,3.0
 Q2,2019,21950,Manual,3193,Diesel,145,49.6,1.6
 Q5,2018,31000,Automatic,16780,Petrol,150,40.4,2.0
 A5,2019,26990,Semi-Auto,1475,Petrol,145,39.8,2.0
 Q3,2019,31995,Manual,3055,Diesel,145,42.8,2.0
 Q5,2018,43900,Semi-Auto,3427,Petrol,150,34.0,3.0
 A5,2020,29000,Automatic,4000,Petrol,145,39.8,2.0
 Q2,2019,28945,Automatic,6093,Petrol,145,33.2,2.0
 Q3,2019,25750,Manual,5000,Petrol,145,40.9,1.5
 Q3,2017,22999,Semi-Auto,23250,Diesel,145,53.3,2.0
 A1,2017,12802,Semi-Auto,31011,Petrol,145,57.6,1.4
 A4,2016,17950,Manual,30817,Diesel,30,62.8,2.0
 A5,2017,23490,Semi-Auto,35220,Petrol,145,48.7,2.0
 Q5,2019,38990,Semi-Auto,2910,Petrol,145,32.1,2.0
 A5,2019,26500,Automatic,6612,Diesel,145,50.4,2.0
 A3,2017,16272,Manual,7326,Petrol,20,60.1,1.4
 TT,2013,9397,Manual,37856,Petrol,205,43.5,1.8
 Q3,2019,29990,Semi-Auto,10400,Petrol,145,31.7,2.0
 TT,2017,18950,Manual,30562,Diesel,145,62.8,2.0
 RS3,2018,36996,Semi-Auto,15400,Petrol,150,34.0,2.5
 Q5,2019,34000,Automatic,5492,Diesel,145,38.2,2.0
 Q2,2019,28495,Automatic,1442,Petrol,145,40.9,1.5
 Q5,2020,37495,Automatic,7511,Petrol,145,32.1,2.0
 A6,2010,8450,Manual,42000,Diesel,160,49.6,2.0
 A5,2019,29990,Automatic,5000,Diesel,145,50.4,2.0
 A3,2019,22450,Semi-Auto,6575,Diesel,145,52.3,1.6
 A1,2017,11995,Manual,19924,Diesel,0,76.3,1.6
 Q3,2020,32444,Automatic,1500,Petrol,145,31.4,0.0
 A4,2020,32000,Semi-Auto,20,Petrol,145,40.9,2.0
 A1,2019,22000,Semi-Auto,7500,Petrol,150,40.9,2.0
 A3,2015,13240,Manual,54623,Diesel,20,67.3,2.0
 TT,2019,30000,Semi-Auto,4307,Petrol,145,34.9,2.0
 Q3,2019,29790,Manual,1780,Diesel,145,40.9,2.0
 A8,2019,42750,Automatic,5000,Diesel,145,48.7,3.0
 Q5,2019,43490,Automatic,6929,Petrol,145,34.0,3.0
 Q3,2020,41500,Semi-Auto,4000,Petrol,145,31.0,2.0
 A6,2019,46212,Automatic,5249,Diesel,145,36.2,3.0
 A1,2015,10260,Manual,28003,Petrol,30,57.6,1.4
 Q5,2019,35496,Automatic,4567,Diesel,145,38.2,2.0
 A5,2017,20520,Automatic,20516,Diesel,145,62.8,2.0
 Q5,2019,37400,Semi-Auto,3764,Diesel,150,38.2,2.0
 Q7,2016,31995,Semi-Auto,48248,Diesel,205,47.9,3.0
 A1,2016,13990,Manual,33500,Petrol,30,55.4,1.4
 Q3,2017,18990,Manual,33666,Petrol,145,49.6,1.4
 A6,2018,19495,Semi-Auto,47500,Diesel,145,64.2,2.0
 A3,2019,22990,Semi-Auto,9967,Petrol,145,42.2,1.5
 Q2,2019,23490,Automatic,3953,Diesel,145,46.3,1.6
 A1,2016,10498,Manual,37148,Petrol,0,67.3,1.0
 Q7,2020,57888,Automatic,1500,Diesel,145,33.2,3.0
 A3,2019,17996,Manual,14739,Diesel,150,51.4,1.6
 A6,2020,47995,Semi-Auto,3000,Petrol,150,34.0,2.0
 A4,2011,9440,Automatic,56000,Diesel,220,42.8,3.0
 Q2,2020,26990,Semi-Auto,5000,Petrol,145,42.2,1.5
 A1,2019,21995,Semi-Auto,3900,Petrol,145,40.9,2.0
