model,year,target,transmission,mileage,fuelType,tax,mpg,engineSize
 A1,2015,13300,Manual,34176,Petrol,30,56.5,1.4
 Q2,2020,23888,Semi-Auto,500,Petrol,145,42.2,1.5
 Q2,2019,22444,Manual,4462,Diesel,150,49.6,1.6
 A1,2017,11300,Manual,21713,Diesel,0,76.3,1.6
 TT,2015,16499,Manual,23886,Diesel,30,65.7,2.0
 A4,2017,16498,Manual,12882,Petrol,145,52.3,1.4
 A3,2019,22000,Semi-Auto,2716,Petrol,145,42.2,1.5
 A5,2016,14999,Automatic,53085,Diesel,145,53.3,2.0
 A5,2019,33990,Semi-Auto,7000,Petrol,145,39.2,2.0
 Q3,2015,13995,Manual,35446,Diesel,145,54.3,2.0
 Q3,2019,28490,Manual,2688,Diesel,145,42.8,2.0
 A1,2012,8999,Manual,40572,Petrol,125,53.3,1.4
 Q2,2019,27000,Semi-Auto,7481,Diesel,145,46.3,2.0
 Q2,2017,16450,Manual,22939,Petrol,150,55.4,1.0
 RS4,2018,52422,Semi-Auto,23249,Petrol,145,32.1,2.9
 A3,2016,24291,Semi-Auto,20202,Petrol,165,43.5,2.0
 A1,2013,9750,Manual,29773,Petrol,125,52.3,1.4
 A3,2019,18490,Manual,100,Diesel,145,51.4,1.6
 A1,2016,11498,Manual,24952,Petrol,30,55.4,1.4
 A1,2016,11499,Manual,33000,Petrol,0,67.3,1.0
 A1,2019,20485,Manual,10,Petrol,145,48.7,1.0
 A1,2017,14000,Manual,12577,Petrol,30,58.9,1.4
 A6,2015,17996,Semi-Auto,48175,Diesel,125,57.6,3.0
 Q3,2017,19242,Semi-Auto,19416,Petrol,145,47.9,1.4
 Q3,2020,29944,Automatic,1500,Petrol,145,32.5,0.0
 A4,2017,19632,Semi-Auto,25593,Diesel,145,67.3,2.0
 Q2,2020,26339,Manual,6000,Petrol,145,43.5,1.5
 A7,2019,32985,Automatic,1285,Diesel,145,39.2,3.0
 A1,2015,9798,Manual,29554,Diesel,0,80.7,1.6
 A3,2019,22599,Manual,6600,Diesel,145,51.4,1.6
 A1,2010,9990,Automatic,38000,Petrol,125,53.3,1.4
 A3,2019,20990,Semi-Auto,14488,Petrol,145,42.2,1.5
 A3,2018,20442,Manual,10980,Petrol,145,54.3,1.5
 A4,2019,25995,Semi-Auto,7000,Petrol,145,40.9,2.0
 A1,2016,11999,Manual,23640,Petrol,30,55.4,1.4
 A1,2017,14440,Manual,7620,Petrol,150,56.5,1.4
 A8,2017,33330,Automatic,4510,Diesel,145,50.4,3.0
 A1,2015,10698,Manual,37458,Petrol,30,55.4,1.4
 Q2,2020,24888,Manual,1500,Petrol,145,45.6,1.0
 A3,2016,9699,Manual,84049,Diesel,0,74.3,1.6
 Q3,2019,27001,Semi-Auto,1980,Diesel,145,48.7,2.0
 A1,2016,11761,Manual,31104,Petrol,30,55.4,1.4
 Q2,2019,22784,Manual,4569,Petrol,145,40.9,1.5
 A1,2016,17798,Manual,19118,Petrol,235,39.8,2.0
 A3,2020,29990,Semi-Auto,6000,Petrol,145,41.5,1.5
 A4,2014,11391,Manual,73206,Diesel,125,60.1,2.0
 A6,2017,21195,Semi-Auto,32000,Diesel,145,61.4,2.0
 Q2,2019,22995,Manual,5950,Diesel,145,47.9,1.6
 A4,2019,24000,Automatic,7446,Petrol,145,38.7,2.0
 Q3,2016,19995,Automatic,13483,Diesel,160,50.4,2.0
 A3,2019,31450,Automatic,351,Petrol,150,34.9,2.0
 A5,2019,29990,Automatic,10000,Diesel,145,50.4,2.0
 A4,2016,18498,Semi-Auto,29845,Petrol,160,45.6,2.0
 A3,2017,15990,Manual,32600,Diesel,20,68.9,1.6
 Q3,2013,8750,Manual,67727,Diesel,145,54.3,2.0
 Q5,2010,8685,Automatic,96618,Diesel,265,41.5,2.0
 A3,2016,10600,Manual,37840,Diesel,20,70.6,1.6
 A4,2019,43990,Semi-Auto,5505,Diesel,150,40.4,3.0
 Q3,2017,20950,Semi-Auto,28450,Petrol,145,47.9,1.4
 A6,2020,43990,Semi-Auto,2500,Diesel,145,37.7,3.0
 Q7,2018,65000,Automatic,9923,Diesel,150,37.2,4.0
 Q3,2019,26990,Semi-Auto,4105,Diesel,145,48.7,2.0
 Q5,2017,27000,Automatic,27403,Petrol,150,40.4,2.0
 Q3,2017,19465,Semi-Auto,24190,Diesel,145,55.4,2.0
 Q3,2017,21990,Semi-Auto,24250,Petrol,145,47.9,1.4
 A4,2020,42500,Semi-Auto,826,Diesel,145,40.4,3.0
 A8,2019,38990,Automatic,4850,Diesel,145,40.4,3.0
 TT,2015,17490,Semi-Auto,31086,Petrol,205,42.8,2.0
 RS6,2015,43990,Automatic,28123,Petrol,555,28.8,4.0
 A4,2015,17995,Semi-Auto,34906,Diesel,160,49.6,3.0
 Q5,2019,31490,Automatic,3283,Diesel,145,39.2,2.0
 A4,2016,11990,Manual,36000,Petrol,145,51.4,1.4
 Q2,2019,23888,Semi-Auto,4165,Petrol,145,42.2,1.5
 A6,2017,21699,Automatic,34026,Diesel,145,58.9,2.0
 Q3,2016,15999,Manual,33439,Diesel,30,62.8,2.0
 A5,2016,24698,Semi-Auto,7355,Petrol,260,35.8,3.0
 A1,2016,12890,Manual,31000,Petrol,0,67.3,1.0
 Q2,2019,29995,Semi-Auto,4227,Petrol,145,39.8,1.5
 A4,2018,18498,Manual,14203,Petrol,145,52.3,1.4
 Q5,2016,34995,Semi-Auto,22809,Diesel,235,42.2,3.0
 TT,2019,32400,Manual,7045,Petrol,150,34.9,2.0
 Q7,2014,24000,Automatic,28310,Diesel,300,38.2,3.0
 A1,2016,11392,Manual,31479,Petrol,30,57.6,1.4
 A4,2019,22490,Manual,1342,Petrol,145,39.2,2.0
 Q3,2019,34495,Automatic,4500,Diesel,145,45.6,2.0
 A5,2017,24990,Automatic,33000,Diesel,150,62.8,2.0
 A6,2016,16999,Automatic,53531,Diesel,30,61.4,2.0
 A3,2015,11240,Automatic,89000,Hybrid,0,176.6,1.4
 A5,2016,17990,Manual,33747,Diesel,125,57.6,2.0
 A4,2016,16750,Semi-Auto,50715,Diesel,30,65.7,2.0
 A3,2017,19250,Semi-Auto,14250,Petrol,145,57.7,1.5
 A7,2019,49496,Semi-Auto,2055,Diesel,150,35.8,3.0
 Q3,2016,14498,Manual,29744,Diesel,30,61.4,2.0
 A1,2016,14998,Semi-Auto,15434,Petrol,30,70.6,1.4
 A4,2017,24450,Automatic,38221,Petrol,145,38.7,3.0
 A3,2016,14800,Automatic,29928,Petrol,30,57.6,1.4
 Q3,2016,20750,Semi-Auto,35233,Petrol,200,42.2,2.0
 A5,2017,27995,Semi-Auto,30475,Petrol,150,36.7,3.0
 Q5,2016,24490,Semi-Auto,51562,Diesel,235,42.8,3.0
 A1,2014,13499,Manual,55433,Petrol,200,40.4,2.0
 S3,2017,23950,Semi-Auto,26500,Petrol,150,43.5,2.0
 Q5,2019,35444,Automatic,1500,Diesel,145,38.2,2.0
 R8,2020,137995,Semi-Auto,70,Petrol,145,21.1,5.2
 A3,2019,17420,Manual,8624,Petrol,145,48.7,1.0
 A7,2019,41995,Semi-Auto,933,Diesel,145,45.6,2.0
 Q2,2019,26985,Automatic,10,Petrol,145,43.5,1.5
 Q5,2017,24000,Semi-Auto,21634,Diesel,145,55.4,2.0
 A3,2015,21000,Automatic,12084,Petrol,205,39.8,2.0
 A5,2019,25490,Semi-Auto,3145,Petrol,145,39.8,2.0
 A4,2019,44750,Semi-Auto,500,Diesel,145,40.9,3.0
 A3,2017,11995,Manual,48126,Diesel,20,70.6,1.6
 A1,2013,8399,Manual,29899,Petrol,125,53.3,1.4
 Q3,2015,14298,Manual,38430,Diesel,145,56.5,2.0
 Q5,2019,33000,Automatic,4601,Diesel,145,38.2,2.0
 A3,2015,13800,Manual,49359,Diesel,20,67.3,2.0
 A3,2015,13949,Manual,39200,Diesel,20,68.9,2.0
 Q2,2020,24444,Manual,4265,Petrol,145,43.5,1.5
 A3,2019,16995,Manual,5000,Petrol,150,48.7,1.0
 Q3,2015,15798,Manual,21691,Petrol,145,49.6,1.4
 A1,2018,15490,Manual,6500,Petrol,145,55.4,1.4
 A1,2015,11490,Manual,22000,Petrol,30,55.4,1.4
 A6,2016,16666,Semi-Auto,56900,Diesel,145,56.5,2.0
 A6,2018,26995,Semi-Auto,15600,Diesel,145,50.4,2.0
 Q3,2019,30000,Automatic,5689,Petrol,145,32.5,2.0
 A3,2015,8260,Manual,87661,Diesel,20,70.6,1.6
 A4,2017,25000,Automatic,29111,Diesel,145,54.3,3.0
 A3,2017,15995,Manual,28987,Petrol,30,57.6,1.4
 Q3,2019,26000,Manual,1000,Diesel,145,42.8,2.0
 A6,2019,28000,Automatic,3500,Diesel,145,50.4,2.0
 Q3,2019,29000,Automatic,7126,Petrol,150,38.2,1.5
 Q7,2019,48255,Semi-Auto,6600,Diesel,145,32.8,3.0
 A3,2015,11995,Manual,28527,Diesel,20,68.9,1.6
 Q5,2016,18999,Automatic,65401,Diesel,200,47.1,2.0
 A5,2019,31990,Automatic,5000,Petrol,145,37.2,2.0
 A1,2020,22990,Semi-Auto,1694,Petrol,145,44.8,1.0
 RS6,2017,54995,Automatic,15500,Petrol,325,29.4,4.0
 Q5,2017,26500,Semi-Auto,67223,Diesel,240,42.8,3.0
 A3,2019,20000,Semi-Auto,8932,Diesel,145,54.3,1.6
 A1,2020,21000,Manual,3500,Petrol,145,49.6,1.0
 Q5,2020,47895,Semi-Auto,10,Petrol,145,30.7,2.0
 A1,2017,15990,Manual,14885,Petrol,30,58.9,1.4
 A1,2016,12000,Manual,15167,Petrol,0,67.3,1.0
 TT,2019,30766,Semi-Auto,5154,Petrol,145,37.2,2.0
 A3,2016,11871,Manual,52519,Diesel,20,72.4,1.6
 A3,2015,14536,Automatic,42195,Petrol,30,54.3,1.4
 A5,2015,15750,Automatic,59886,Petrol,160,44.1,1.8
 Q3,2015,17000,Semi-Auto,43740,Petrol,145,47.9,1.4
 A3,2016,10998,Manual,41014,Petrol,125,53.3,1.4
 Q2,2019,25500,Manual,1000,Diesel,145,49.6,1.6
 A5,2016,17695,Automatic,53000,Diesel,145,56.5,2.0
 Q5,2014,14498,Manual,73874,Diesel,200,47.9,2.0
 A4,2019,26990,Automatic,2898,Petrol,145,39.8,2.0
 A6,2019,26990,Semi-Auto,18760,Diesel,150,50.4,2.0
 Q5,2019,34498,Semi-Auto,21,Petrol,145,32.1,2.0
 Q5,2018,30995,Semi-Auto,15706,Petrol,145,40.4,2.0
 A3,2017,12950,Manual,40000,Diesel,145,74.3,1.6
 SQ5,2014,19400,Automatic,69682,Diesel,260,41.5,3.0
 A3,2019,31000,Automatic,558,Petrol,150,34.9,2.0
 A5,2019,28950,Semi-Auto,2866,Petrol,145,39.8,2.0
 A4,2019,24798,Manual,6223,Petrol,145,38.7,2.0
 A5,2019,31990,Automatic,5000,Diesel,145,51.4,2.0
 A3,2019,24450,Manual,6552,Petrol,150,44.1,1.5
 A5,2016,15375,Manual,32962,Diesel,125,60.1,2.0
 A5,2016,24991,Automatic,41677,Petrol,235,38.2,3.0
 RS5,2019,66990,Automatic,6000,Petrol,145,29.7,2.9
 Q5,2019,28070,Semi-Auto,13246,Diesel,145,39.2,2.0
 A6,2016,17995,Semi-Auto,58836,Diesel,30,61.4,2.0
 Q2,2016,16599,Manual,19019,Petrol,125,52.3,1.4
 A6,2018,28498,Semi-Auto,8602,Diesel,145,50.4,2.0
 Q3,2019,29995,Manual,10,Petrol,145,39.8,1.5
 Q3,2019,26990,Manual,5000,Diesel,145,42.8,2.0
 A6,2019,30850,Semi-Auto,5000,Diesel,145,50.4,2.0
 A4,2016,27176,Semi-Auto,27176,Diesel,150,53.3,3.0
 Q5,2019,36990,Semi-Auto,6502,Diesel,145,38.2,2.0
 A4,2016,13000,Manual,81190,Diesel,20,68.9,2.0
 A5,2019,27444,Automatic,1500,Diesel,145,51.4,2.0
 A6,2019,29495,Semi-Auto,12398,Diesel,150,47.9,2.0
 A1,2014,7875,Manual,70796,Petrol,30,55.4,1.2
 A5,2019,26995,Manual,3000,Petrol,145,40.4,2.0
 A5,2012,8499,Automatic,70000,Diesel,125,58.9,2.0
 A1,2020,18496,Manual,5566,Petrol,145,48.7,1.0
 A3,2019,21285,Manual,10,Diesel,145,51.4,1.6
 Q5,2019,44991,Semi-Auto,2010,Hybrid,135,117.7,2.0
 A3,2017,18495,Manual,8695,Petrol,30,58.9,1.4
 A3,2020,26490,Manual,240,Diesel,145,52.3,1.6
 A6,2019,45995,Semi-Auto,7461,Diesel,150,37.7,3.0
 Q5,2020,36500,Automatic,1552,Diesel,150,38.2,2.0
 Q3,2019,26990,Manual,6000,Diesel,145,42.8,2.0
 A3,2019,19990,Semi-Auto,5199,Diesel,145,52.3,1.6
 A1,2016,15700,Manual,14390,Petrol,30,56.5,1.4
 Q5,2019,35490,Automatic,3439,Diesel,145,38.2,2.0
 Q5,2017,33950,Semi-Auto,30000,Diesel,240,42.2,3.0
 A4,2017,17599,Semi-Auto,29747,Diesel,30,62.8,2.0
 A3,2017,18200,Semi-Auto,18052,Diesel,145,61.4,2.0
 Q5,2019,32500,Semi-Auto,5808,Diesel,145,39.2,2.0
 Q3,2020,33333,Automatic,1500,Diesel,145,47.1,0.0
 Q7,2016,31072,Semi-Auto,47538,Diesel,200,47.9,3.0
 A1,2016,15199,Manual,42991,Petrol,235,39.8,2.0
 A3,2019,19599,Automatic,8825,Diesel,145,52.3,1.6
 A5,2017,18700,Manual,20052,Petrol,145,49.6,2.0
 A5,2014,14000,Automatic,47600,Diesel,145,56.5,2.0
 TT,2019,26990,Manual,6000,Petrol,145,39.8,2.0
 Q7,2019,67900,Semi-Auto,7077,Diesel,145,30.1,4.0
 A1,2016,10070,Manual,31188,Petrol,0,67.3,1.0
 A3,2012,9999,Automatic,84332,Petrol,125,50.4,1.8
 RS5,2017,41970,Semi-Auto,18630,Petrol,145,32.5,2.9
 A3,2015,7500,Manual,101300,Diesel,20,68.9,2.0
 A3,2019,21990,Manual,5843,Diesel,145,55.4,2.0
 A4,2005,4990,Manual,87990,Diesel,325,36.7,3.0
 A1,2020,27990,Automatic,2500,Petrol,145,44.1,1.5
 A3,2019,24985,Automatic,2257,Diesel,145,52.3,1.6
 A4,2017,17499,Manual,24505,Diesel,145,72.4,2.0
 Q5,2017,22950,Automatic,55903,Diesel,145,56.5,2.0
 A4,2015,13351,Manual,39652,Diesel,0,74.3,2.0
 Q5,2020,52990,Semi-Auto,6000,Diesel,145,34.5,3.0
 A6,2017,19900,Semi-Auto,43113,Diesel,145,56.5,2.0
 R8,2019,119995,Semi-Auto,7800,Petrol,145,21.4,5.2
 A1,2017,12300,Manual,22110,Petrol,30,55.4,1.4
 A1,2016,19512,Manual,18270,Petrol,235,39.8,2.0
 A2,2003,2490,Manual,100000,Diesel,30,65.7,1.4
 A1,2019,19996,Automatic,6327,Petrol,145,47.1,1.0
 A6,2015,14995,Manual,43193,Diesel,30,65.7,2.0
 Q7,2019,46990,Automatic,14573,Diesel,145,32.8,3.0
 A5,2014,8999,Automatic,83587,Diesel,145,53.3,2.0
 SQ5,2018,35950,Automatic,37000,Petrol,145,34.0,3.0
 RS4,2013,26995,Semi-Auto,28359,Petrol,565,26.4,4.2
 Q5,2019,34998,Semi-Auto,19,Petrol,150,32.1,2.0
 Q2,2018,20500,Automatic,6734,Diesel,145,46.3,1.6
 A5,2019,27850,Manual,2475,Petrol,145,37.7,2.0
 A5,2017,19499,Manual,28015,Diesel,145,64.2,2.0
 A3,2014,11995,Manual,24175,Petrol,20,60.1,1.4
 SQ5,2015,20000,Automatic,82820,Diesel,260,41.5,3.0
 Q5,2011,13999,Automatic,59986,Petrol,300,33.2,2.0
 A3,2019,18000,Manual,7030,Petrol,150,47.1,1.0
 A4,2017,17190,Manual,35790,Diesel,30,67.3,2.0
 Q2,2018,20990,Semi-Auto,8650,Petrol,145,54.3,1.4
 A3,2018,21990,Automatic,10500,Petrol,145,56.5,1.5
 A7,2019,46480,Automatic,6785,Diesel,145,35.8,3.0
 A4,2020,31985,Manual,7456,Petrol,145,40.9,2.0
 A4,2019,29920,Semi-Auto,5664,Petrol,145,35.8,2.0
 A4,2019,22340,Manual,10606,Petrol,145,39.2,2.0
 A3,2014,14525,Automatic,24076,Petrol,125,50.4,1.8
 A4,2016,13990,Manual,44830,Diesel,20,70.6,2.0
 A1,2014,11995,Manual,26141,Petrol,125,53.3,1.4
 A5,2019,33995,Automatic,3860,Diesel,145,50.4,2.0
 A3,2019,17995,Manual,7062,Diesel,145,49.6,1.6
 Q3,2015,15798,Manual,26308,Diesel,145,56.5,2.0
 A1,2019,19700,Semi-Auto,9614,Petrol,145,47.9,1.0
 A1,2019,20000,Manual,2236,Petrol,145,46.3,1.5
 R8,2016,74500,Automatic,28888,Petrol,570,24.1,5.2
 Q3,2017,21490,Automatic,18438,Petrol,150,47.9,1.4
 Q2,2019,20000,Manual,4999,Petrol,145,47.1,1.0
 Q3,2017,21800,Automatic,19319,Petrol,145,40.4,2.0
 A6,2019,49990,Automatic,6000,Diesel,145,35.8,3.0
 Q3,2020,27911,Manual,1912,Petrol,145,40.9,1.5
 TT,2015,16000,Manual,43724,Diesel,20,67.3,2.0
 Q3,2016,15999,Manual,11855,Petrol,150,47.9,1.4
 Q3,2019,29950,Semi-Auto,2451,Petrol,150,32.1,2.0
 Q5,2019,33490,Automatic,6000,Diesel,145,38.2,2.0
 A5,2017,24700,Automatic,14079,Diesel,145,65.7,2.0
 A5,2013,10500,Manual,68187,Diesel,125,57.6,2.0
 A3,2019,22967,Manual,6000,Petrol,145,43.5,1.5
 Q5,2016,32900,Semi-Auto,31267,Diesel,240,42.2,3.0
 A6,2014,12995,Semi-Auto,82500,Diesel,145,54.3,3.0
 Q3,2017,19995,Semi-Auto,26702,Petrol,145,47.9,1.4
 A3,2016,20499,Automatic,27809,Petrol,200,40.9,2.0
 A3,2015,10280,Manual,61335,Diesel,30,67.3,2.0
 A1,2017,12200,Manual,18054,Petrol,30,57.6,1.4
 TT,2016,15498,Manual,38908,Petrol,145,47.1,1.8
 A1,2019,19888,Manual,3334,Petrol,145,47.9,1.0
 A3,2010,4490,Manual,107304,Diesel,125,57.6,2.0
 Q3,2019,29750,Semi-Auto,1869,Petrol,150,38.2,1.5
 A5,2016,18500,Semi-Auto,57000,Petrol,30,53.3,2.0
 Q3,2020,27690,Manual,3962,Diesel,145,42.8,2.0
 A5,2015,19000,Semi-Auto,20108,Diesel,200,46.3,3.0
 Q7,2019,43500,Semi-Auto,2977,Diesel,145,33.2,3.0
 A1,2017,12372,Manual,7541,Petrol,0,67.3,1.0
 A7,2019,36450,Semi-Auto,5658,Diesel,150,38.2,3.0
 A1,2018,12996,Manual,18876,Petrol,145,55.4,1.4
 A1,2015,11850,Manual,41000,Petrol,30,55.4,1.4
 Q2,2019,25750,Automatic,2000,Diesel,145,47.9,2.0
 Q2,2019,23756,Manual,4321,Petrol,145,43.5,1.5
 A3,2015,9799,Manual,55522,Diesel,20,68.9,2.0
 A6,2019,33999,Semi-Auto,15885,Diesel,145,50.4,3.0
 Q5,2019,34998,Semi-Auto,35,Petrol,145,32.1,2.0
 A3,2016,15000,Manual,41047,Diesel,30,65.7,2.0
 Q3,2014,13295,Manual,55150,Diesel,160,50.4,2.0
 A1,2016,12343,Manual,16106,Petrol,30,55.4,1.4
 A3,2016,12999,Manual,18663,Petrol,20,60.1,1.0
 A3,2019,33500,Semi-Auto,256,Petrol,150,33.2,2.0
 A5,2019,36200,Automatic,12099,Petrol,145,39.2,2.0
 A4,2019,29750,Semi-Auto,3038,Diesel,145,44.1,2.0
 Q2,2019,23000,Automatic,5000,Diesel,145,47.9,1.6
 A4,2020,35990,Automatic,500,Diesel,145,54.3,2.0
 A1,2017,15000,Semi-Auto,26200,Petrol,145,56.5,1.4
 A4,2018,19998,Manual,17204,Petrol,145,51.4,1.4
 A5,2013,9730,Semi-Auto,80248,Diesel,125,58.9,2.0
 A6,2019,32750,Automatic,8305,Diesel,145,39.8,3.0
 A4,2014,9198,Manual,60667,Diesel,30,65.7,2.0
 A4,2017,15000,Automatic,38711,Diesel,20,70.6,2.0
 A4,2018,18288,Semi-Auto,31348,Petrol,150,51.4,1.4
 A3,2015,14190,Semi-Auto,27869,Diesel,30,64.2,2.0
 Q3,2017,20900,Semi-Auto,22000,Petrol,145,47.9,1.4
 Q3,2019,24990,Manual,6000,Petrol,145,42.2,1.5
 Q2,2019,21422,Manual,2877,Diesel,145,49.6,1.6
 A8,2018,35000,Semi-Auto,4524,Diesel,145,40.4,3.0
 A3,2019,21450,Manual,4000,Petrol,145,47.1,1.0
 Q5,2015,17900,Manual,40785,Diesel,205,47.9,2.0
 Q7,2017,37332,Semi-Auto,9011,Diesel,145,47.9,3.0
 Q5,2017,35989,Semi-Auto,37624,Petrol,145,34.0,3.0
 A4,2019,26800,Automatic,8394,Diesel,145,47.9,2.0
 A5,2017,19500,Automatic,14250,Diesel,145,70.6,2.0
 A7,2019,35845,Automatic,3000,Diesel,145,47.1,2.0
 A1,2019,21500,Semi-Auto,1843,Petrol,145,40.9,2.0
 A6,2019,31990,Automatic,3225,Diesel,145,39.8,3.0
 Q5,2019,33990,Automatic,6000,Diesel,145,38.2,2.0
 A5,2014,16948,Automatic,50000,Diesel,165,49.6,3.0
 Q3,2020,36995,Semi-Auto,2000,Diesel,150,45.6,2.0
 A3,2016,15500,Manual,25376,Petrol,30,57.6,1.4
 A5,2018,25500,Automatic,11500,Diesel,145,68.9,2.0
 A1,2016,10550,Manual,40494,Petrol,0,67.3,1.0
 A5,2019,22000,Automatic,6066,Petrol,145,51.4,2.0
 A1,2016,10199,Manual,19356,Diesel,0,80.7,1.6
 Q5,2019,37000,Automatic,250,Petrol,150,32.1,2.0
 A5,2020,30850,Semi-Auto,4500,Diesel,145,47.1,2.0
 A3,2019,21946,Semi-Auto,14580,Petrol,145,42.2,1.5
 Q5,2019,35500,Semi-Auto,3322,Diesel,150,38.2,2.0
 Q2,2019,25491,Automatic,7778,Petrol,145,40.9,1.5
 Q3,2014,12210,Manual,63998,Diesel,160,50.4,2.0
 A6,2016,16750,Manual,50764,Diesel,30,61.4,2.0
 Q3,2018,26000,Semi-Auto,20000,Petrol,150,40.4,2.0
 Q5,2016,20990,Semi-Auto,37714,Diesel,205,47.1,2.0
 A3,2019,19850,Manual,5,Diesel,145,52.3,1.6
 Q5,2013,15998,Semi-Auto,65458,Diesel,235,44.1,3.0
 SQ5,2017,36990,Automatic,22216,Petrol,145,34.0,3.0
 A4,2017,19298,Manual,14290,Petrol,145,51.4,1.4
 Q3,2019,24995,Manual,5662,Diesel,145,42.8,2.0
 A5,2019,27450,Automatic,2500,Petrol,145,40.4,2.0
 A4,2019,22690,Manual,6995,Petrol,145,39.2,2.0
 A1,2019,22000,Semi-Auto,7500,Petrol,150,40.9,2.0
 A3,2016,13000,Automatic,16948,Diesel,20,70.6,1.6
 A1,2020,24000,Semi-Auto,4500,Petrol,145,44.8,1.5
 Q3,2015,16200,Manual,46525,Diesel,160,49.6,2.0
 A3,2018,26500,Automatic,17527,Petrol,150,43.5,2.0
 TT,2020,42444,Automatic,1500,Petrol,145,35.3,2.0
 A1,2019,19990,Automatic,3826,Petrol,145,47.1,1.0
 A3,2013,12698,Manual,41442,Petrol,125,53.3,1.4
 A4,2018,21395,Semi-Auto,11548,Petrol,145,50.4,2.0
 A4,2019,25986,Semi-Auto,10221,Petrol,145,38.2,2.0
 A4,2019,29990,Automatic,3955,Diesel,145,51.4,2.0
 A1,2020,21450,Manual,1000,Petrol,145,44.1,1.0
 A1,2020,23950,Semi-Auto,3000,Petrol,145,44.8,1.5
 A1,2017,12000,Manual,18698,Petrol,150,67.3,1.0
 A3,2017,15200,Manual,20505,Petrol,145,60.1,1.0
 Q5,2019,34991,Automatic,14598,Diesel,145,56.5,2.0
 A1,2019,23286,Semi-Auto,6000,Petrol,145,40.9,2.0
 A6,2016,17998,Semi-Auto,55659,Diesel,30,58.9,2.0
 A4,2017,19495,Manual,4337,Petrol,145,51.4,1.4
 Q3,2016,18698,Semi-Auto,30319,Diesel,145,51.4,2.0
 A4,2015,9500,Automatic,100860,Diesel,0,72.4,2.0
 A1,2015,11295,Manual,39502,Petrol,30,58.9,1.4
 TT,2015,14640,Manual,39255,Petrol,145,47.9,2.0
 A5,2019,36500,Automatic,500,Petrol,145,37.2,2.0
 A3,2015,10500,Manual,27426,Diesel,0,74.3,1.6
 A5,2019,24888,Automatic,5335,Petrol,145,39.8,2.0
 A5,2019,28500,Automatic,5374,Petrol,145,37.7,2.0
 A3,2019,27000,Automatic,4500,Diesel,145,52.3,1.6
 RS6,2016,48990,Automatic,51600,Petrol,325,29.4,4.0
 A1,2017,13995,Manual,15361,Petrol,30,55.4,1.4
 A3,2019,21744,Automatic,14757,Petrol,145,42.2,1.5
 A6,2015,24450,Automatic,31224,Diesel,160,50.4,3.0
 Q5,2019,33985,Automatic,355,Diesel,145,39.2,2.0
 A1,2017,11300,Manual,29327,Petrol,30,55.4,1.4
 Q5,2017,27300,Automatic,30324,Petrol,145,40.4,2.0
 A6,2017,19000,Semi-Auto,51023,Diesel,145,61.4,2.0
 A3,2015,9800,Manual,40573,Diesel,0,74.3,1.6
 A1,2013,9755,Manual,44374,Diesel,0,74.3,1.6
 Q3,2019,28500,Manual,5500,Diesel,145,42.8,2.0
 A4,2013,8295,Semi-Auto,86999,Diesel,125,57.6,2.0
 Q5,2019,35900,Semi-Auto,3258,Diesel,150,38.2,2.0
 A1,2013,10495,Semi-Auto,44700,Petrol,125,53.3,1.4
 A5,2016,18995,Semi-Auto,24059,Diesel,160,52.3,2.0
 Q5,2016,23990,Manual,22100,Petrol,260,35.8,2.0
 A3,2015,12700,Manual,55583,Diesel,20,68.9,2.0
 A1,2016,9912,Manual,50000,Petrol,0,67.3,1.0
 A4,2014,9995,Manual,67054,Diesel,30,61.4,2.0
 Q5,2017,30985,Semi-Auto,17502,Petrol,145,40.4,2.0
 A5,2017,21750,Automatic,20175,Diesel,145,60.1,3.0
 A5,2019,28900,Semi-Auto,3317,Diesel,150,48.7,2.0
 Q3,2017,18444,Semi-Auto,39913,Petrol,150,47.9,1.4
 Q3,2017,16647,Semi-Auto,40047,Petrol,145,47.9,1.4
 Q2,2019,19995,Manual,4500,Petrol,145,47.1,1.0
 Q3,2016,15997,Semi-Auto,20792,Petrol,145,47.9,1.4
 A3,2019,23900,Manual,1529,Diesel,150,52.3,1.6
 A4,2020,27750,Automatic,6500,Petrol,145,38.2,2.0
 A5,2015,14695,Automatic,29442,Diesel,125,60.1,2.0
 A3,2015,12995,Manual,20411,Diesel,0,74.3,1.6
 A3,2015,11899,Manual,35425,Diesel,0,74.3,1.6
 A3,2017,13800,Semi-Auto,32106,Diesel,145,74.3,1.6
 A4,2016,21995,Semi-Auto,47600,Diesel,145,56.5,2.0
 A3,2014,9990,Manual,49000,Diesel,20,68.9,2.0
 A3,2015,11990,Automatic,43000,Petrol,20,60.1,1.4
 A1,2015,11998,Semi-Auto,12277,Diesel,0,76.3,1.6
 Q3,2019,25950,Manual,13542,Petrol,145,39.8,1.5
 A4,2015,12698,Manual,36081,Diesel,145,55.4,2.0
 A3,2019,21800,Manual,4577,Diesel,145,51.4,1.6
 A3,2019,19000,Manual,4950,Diesel,150,49.6,1.6
 A3,2019,30495,Semi-Auto,5910,Petrol,145,34.9,2.0
 A3,2019,23300,Semi-Auto,10439,Petrol,145,41.5,1.5
 Q2,2019,25778,Automatic,6000,Petrol,145,42.2,1.5
 Q2,2019,17250,Manual,5000,Diesel,150,49.6,1.6
 Q5,2020,49865,Semi-Auto,3272,Diesel,145,34.5,3.0
